DISTRICT_CD,DISTRICT,SDPO_CD,SDPO,CIRCLE_CD,CIRCLE,PS_CD,PS
2057,Alluri Sitharama Raju,2035402,Paderu SDPO,2035205,Araku Circle,2035011,Dumbriguda
2057,Alluri Sitharama Raju,2035402,Paderu SDPO,2035205,Araku Circle,2035002,Araku
2057,Alluri Sitharama Raju,2035402,Paderu SDPO,2035205,Araku Circle,2035066,Anantagiri
2057,Alluri Sitharama Raju,2035401,Chintapalli SDPO,2035203,Chintapalli Circle,2035071,Annavaram
2057,Alluri Sitharama Raju,2035401,Chintapalli SDPO,2035203,Chintapalli Circle,2035007,Chinthapalli
2057,Alluri Sitharama Raju,2035401,Chintapalli SDPO,2035204,G. K. Veedhi Circle,2035019,Gudemkothaveedi (G.K.Veedhi)
2057,Alluri Sitharama Raju,2035401,Chintapalli SDPO,2035204,G. K. Veedhi Circle,2035047,Sileru
2057,Alluri Sitharama Raju,2035401,Chintapalli SDPO,2035211,Koyyuru Circle,2035033,Koyyuru
2057,Alluri Sitharama Raju,2035402,Paderu SDPO,2035206,G. Madugula Circle,2035017,Gangaraju Madugula(G.Madugula)
2057,Alluri Sitharama Raju,2035402,Paderu SDPO,2035206,G. Madugula Circle,2035049,Munchingiput
2057,Alluri Sitharama Raju,2035402,Paderu SDPO,2035206,G. Madugula Circle,2035043,Pedabayalu
2057,Alluri Sitharama Raju,2035401,Chintapalli SDPO,2035211,Koyyuru Circle,2035050,Mampa
2057,Alluri Sitharama Raju,2035402,Paderu SDPO,0,-,2035039,Paderu UPS
2057,Alluri Sitharama Raju,2035402,Paderu SDPO,2035207,Paderu Circle,2035021,Hukumpeta
2035,Anakapalli,2035400,Anakapalli SDPO,0,-,2035008,Chodavaram
2035,Anakapalli,2035404,Parawada SDPO,2035210,Yellamanchili Circle,2035065,Yelamanchili Town
2035,Anakapalli,2035404,Parawada SDPO,2035210,Yellamanchili Circle,2035064,Yelamanchili Rural
2035,Anakapalli,2035404,Parawada SDPO,0,-,2035044,Rambilli
2035,Anakapalli,2035404,Parawada SDPO,2035210,Yellamanchili Circle,2035068,Munagapaka
2035,Anakapalli,2035404,Parawada SDPO,0,-,2035012,Sabbavaram
2035,Anakapalli,2035404,Parawada SDPO,0,-,2038041,Parawada
2035,Anakapalli,2035404,Parawada SDPO,0,-,2035067,Atchutapuram
2035,Anakapalli,0,-,0,-,2035072,"CCS , Anakapalli"
2035,Anakapalli,0,-,0,-,2035015,"Mahila UPS, Anakapalli"
2035,Anakapalli,2035400,Anakapalli SDPO,0,-,2035001,Anakapalli Town
2035,Anakapalli,2035404,Parawada SDPO,2035210,Yellamanchili Circle,2035003,Yelamanchili Traffic
2035,Anakapalli,2035400,Anakapalli SDPO,2035200,Anakapalli Rural Circle,2035070,Anakapalli Rural
2035,Anakapalli,2035400,Anakapalli SDPO,0,-,2035027,Kasimkota
2035,Anakapalli,2035400,Anakapalli SDPO,2035213,Anakapalli Town UPS,2035022,Anakapalli Traffic
2035,Anakapalli,2035400,Anakapalli SDPO,2035202,K.Kotapadu Circle,2035029,A.Koduru
2035,Anakapalli,2035400,Anakapalli SDPO,2035202,K.Kotapadu Circle,2035009,Cheedikada
2035,Anakapalli,2035400,Anakapalli SDPO,2035202,K.Kotapadu Circle,2035010,Devarapalli
2035,Anakapalli,2035400,Anakapalli SDPO,2035202,K.Kotapadu Circle,2035031,K.Kotapadu
2035,Anakapalli,2035400,Anakapalli SDPO,2035202,K.Kotapadu Circle,2035054,V.Madugula
2035,Anakapalli,2035400,Anakapalli SDPO,2035208,Kothakota Circle,2035005,Butchiyyapeta
2035,Anakapalli,2035400,Anakapalli SDPO,2035208,Kothakota Circle,2035030,Kothakota
2035,Anakapalli,2035400,Anakapalli SDPO,2035208,Kothakota Circle,2035045,Ravikamatham
2035,Anakapalli,2035400,Anakapalli SDPO,2035208,Kothakota Circle,2035046,Rolugunta
2035,Anakapalli,2035403,Narsipatnam SDPO,0,-,2035037,Narsipatnam Town
2035,Anakapalli,2035403,Narsipatnam SDPO,0,-,2035041,Payakaraopeta
2035,Anakapalli,2035403,Narsipatnam SDPO,2035212,Nakkapalli Circle,2035032,Kotavurtla
2035,Anakapalli,2035403,Narsipatnam SDPO,0,-,2035035,Nakkapalli
2035,Anakapalli,2035403,Narsipatnam SDPO,2035212,Nakkapalli Circle,2035052,S.Rayavaram
2035,Anakapalli,2035403,Narsipatnam SDPO,2035209,Narsipatnam Rural Circle,2035051,Golugonda
2035,Anakapalli,2035403,Narsipatnam SDPO,2035209,Narsipatnam Rural Circle,2035028,K.D.Peta
2035,Anakapalli,2035403,Narsipatnam SDPO,2035209,Narsipatnam Rural Circle,2035053,Makavarapalem
2035,Anakapalli,2035403,Narsipatnam SDPO,2035209,Narsipatnam Rural Circle,2035038,Narsipatnam Rural
2035,Anakapalli,2035403,Narsipatnam SDPO,2035209,Narsipatnam Rural Circle,2035023,Nathavaram
2012,Ananthapuram,2012408,Anantapuram Rural SDPO,2012226,Singanamala Circle ,2012016,Garladinne
2012,Ananthapuram,2012408,Anantapuram Rural SDPO,2012226,Singanamala Circle ,2012063,Narpala
2012,Ananthapuram,2012408,Anantapuram Rural SDPO,2012226,Singanamala Circle ,2012064,Singanamala
2012,Ananthapuram,2012402,Guntakal SDPO,0,-,2012020,Guntakal I Town
2012,Ananthapuram,2012402,Guntakal SDPO,0,-,2012021,Guntakal II Town
2012,Ananthapuram,2012402,Guntakal SDPO,0,-,2012075,Uravakonda
2012,Ananthapuram,2012402,Guntakal SDPO,2012205,Guntakal Rural  Circle,2012034,Guntakal Rural
2012,Ananthapuram,2012402,Guntakal SDPO,2012205,Guntakal Rural  Circle,2012035,Kasapuram
2012,Ananthapuram,2012402,Guntakal SDPO,0,-,2012087,Kuderu UPS
2012,Ananthapuram,2012402,Guntakal SDPO,2012208,Uravakonda Rural Circle,2012049,Palthur
2012,Ananthapuram,2012402,Guntakal SDPO,2012208,Uravakonda Rural Circle,2012078,Vajrakarur
2012,Ananthapuram,2012402,Guntakal SDPO,2012208,Uravakonda Rural Circle,2012079,Vidapanakal
2012,Ananthapuram,2012407,Kalyanadurg SDPO,0,-,2012031,Kalyandurg Town
2012,Ananthapuram,2012407,Kalyanadurg SDPO,0,-,2012057,Rayadurg
2012,Ananthapuram,2012402,Guntakal SDPO,2012208,Uravakonda Rural Circle,2012008,Beluguppa
2012,Ananthapuram,2012407,Kalyanadurg SDPO,2012202,Kalyandurg Rural Circle,2012084,Brahamasamudram
2012,Ananthapuram,2012407,Kalyanadurg SDPO,2012202,Kalyandurg Rural Circle,2012047,Kalyandurg Rural
2012,Ananthapuram,2012407,Kalyanadurg SDPO,2012202,Kalyandurg Rural Circle,2012032,Kambadur
2012,Ananthapuram,2012407,Kalyanadurg SDPO,2012202,Kalyandurg Rural Circle,2012088,Kundurpi
2012,Ananthapuram,2012407,Kalyanadurg SDPO,2012202,Kalyandurg Rural Circle,2012062,Settur
2012,Ananthapuram,2012407,Kalyanadurg SDPO,2012207,Rayadurg Rural Circle,2012009,Bommanahal
2012,Ananthapuram,2012407,Kalyanadurg SDPO,2012207,Rayadurg Rural Circle,2012026,D.Hirehal
2012,Ananthapuram,2012407,Kalyanadurg SDPO,2012207,Rayadurg Rural Circle,2012023,Gummagatta
2012,Ananthapuram,2012407,Kalyanadurg SDPO,2012207,Rayadurg Rural Circle,2012033,Kanekal
2012,Ananthapuram,2012402,Guntakal SDPO,0,-,2012018,Gooty
2012,Ananthapuram,2012402,Guntakal SDPO,0,-,2012051,Pamidi
2012,Ananthapuram,2012406,Tadipatri SDPO,0,-,2012066,Tadipathri Rural
2012,Ananthapuram,2012406,Tadipatri SDPO,0,-,2012067,Tadipathri Town
2012,Ananthapuram,2012406,Tadipatri SDPO,2012228,Peddavadugur,2012092,Peddapappur
2012,Ananthapuram,2012406,Tadipatri SDPO,2012228,Peddavadugur,2012070,Peddavadugur
2012,Ananthapuram,2012406,Tadipatri SDPO,0,-,2012082,Yadiki
2012,Ananthapuram,2012408,Anantapuram Rural SDPO,2012217,Putlur Circle,2012056,Putlur
2012,Ananthapuram,2012408,Anantapuram Rural SDPO,2012217,Putlur Circle,2012083,Yellanur
2012,Ananthapuram,0,-,0,-,2012040,Anantapur Traffic
2012,Ananthapuram,0,-,0,-,2012095,"CCS, Anantapur"
2012,Ananthapuram,0,-,0,-,2012014,"Mahila UPS, Anantapur"
2012,Ananthapuram,2012400,Anantapuram Town SDPO,0,-,2012003,Anantapur I Town
2012,Ananthapuram,2012400,Anantapuram Town SDPO,0,-,2012004,Anantapur II Town
2012,Ananthapuram,2012400,Anantapuram Town SDPO,0,-,2012046,Anantapur III Town
2012,Ananthapuram,2012400,Anantapuram Town SDPO,0,-,2012093,Anantapur IV Town
2012,Ananthapuram,2012408,Anantapuram Rural SDPO,0,-,2012002,Anantapur Rural
2012,Ananthapuram,2012408,Anantapuram Rural SDPO,0,-,2012085,Bukkaraya Samudram
2012,Ananthapuram,2012408,Anantapuram Rural SDPO,2012201,Itukalapalli Circle,2012005,Atmakur
2012,Ananthapuram,2012408,Anantapuram Rural SDPO,2012201,Itukalapalli Circle,2012028,Itukalapalli
2012,Ananthapuram,2012408,Anantapuram Rural SDPO,0,-,2012061,Rapthadu
2068,Ananthapuramu EXCISE,2068400,Ananthapuramu EXCISE,0,-,2068003,Guntakal EXCISE
2068,Ananthapuramu EXCISE,2068400,Ananthapuramu EXCISE,0,-,2068009,B.K.Samudram EXCISE
2068,Ananthapuramu EXCISE,2068400,Ananthapuramu EXCISE,0,-,2068008,Kalyandurg EXCISE
2068,Ananthapuramu EXCISE,2068400,Ananthapuramu EXCISE,0,-,2068004,Kambadur EXCISE
2068,Ananthapuramu EXCISE,2068400,Ananthapuramu EXCISE,0,-,2068006,Tadipatri EXCISE
2068,Ananthapuramu EXCISE,2068400,Ananthapuramu EXCISE,0,-,2068002,Kanekal EXCISE
2068,Ananthapuramu EXCISE,2068400,Ananthapuramu EXCISE,0,-,2068005,Ananthapuramu EXCISE
2068,Ananthapuramu EXCISE,2068400,Ananthapuramu EXCISE,0,-,2068001,Gooty EXCISE
2068,Ananthapuramu EXCISE,2068400,Ananthapuramu EXCISE,0,-,2068007,Urvakonda EXCISE
2068,Ananthapuramu EXCISE,2068400,Ananthapuramu EXCISE,0,-,2068010,Rayadurg EXCISE
2058,Annamayya,2014402,Madanapalle SDPO,2014214,Molakalacheruvu Circle,2014071,Peddamandayam
2058,Annamayya,2014402,Madanapalle SDPO,2016229,Chowdepalli Circle,2014051,Sodam
2058,Annamayya,2014402,Madanapalle SDPO,2016229,Chowdepalli Circle,2014066,Chowdepalli
2058,Annamayya,2014402,Madanapalle SDPO,0,-,2014042,Punganur UPS
2058,Annamayya,2016406,Rayachoty SDPO,0,-,2014018,Kalikiri UPS
2058,Annamayya,2016406,Rayachoty SDPO,2014213,Voyalpadu Circle,2014065,Voyalpad
2058,Annamayya,2016406,Rayachoty SDPO,2016213,Rayachoty Rural Circle,2016054,Sambepalli
2058,Annamayya,2016406,Rayachoty SDPO,2016213,Rayachoty Rural Circle,2016007,Chinnamandem
2058,Annamayya,2014402,Madanapalle SDPO,0,-,2014025,Madanapalle I Town UPS
2058,Annamayya,2014402,Madanapalle SDPO,0,-,2014023,Madanapalle II Town UPS
2058,Annamayya,2014402,Madanapalle SDPO,0,-,2014024,Madanapalle Rural UPS
2058,Annamayya,2014402,Madanapalle SDPO,0,-,2014006,B.Kothakota UPS
2058,Annamayya,2014402,Madanapalle SDPO,2014211,Madanapalle Rural Circle,2014027,Mudiveedu
2058,Annamayya,2014402,Madanapalle SDPO,2014211,Madanapalle Rural Circle,2014032,Nimmanapalle
2058,Annamayya,2014402,Madanapalle SDPO,2014211,Madanapalle Rural Circle,2014075,Ramasamudram
2058,Annamayya,2014402,Madanapalle SDPO,2014214,Molakalacheruvu Circle,2014028,Mulakalacheruvu
2058,Annamayya,2014402,Madanapalle SDPO,2014214,Molakalacheruvu Circle,2014040,P.T.Samudram (PTM)
2058,Annamayya,2014402,Madanapalle SDPO,2016229,Chowdepalli Circle,2014052,Somala
2058,Annamayya,2014402,Madanapalle SDPO,2014214,Molakalacheruvu Circle,2014055,Thamballapalli
2058,Annamayya,2016406,Rayachoty SDPO,0,-,2014041,Piler UPS
2058,Annamayya,2016406,Rayachoty SDPO,0,-,2016079,Rayachoty Traffic
2058,Annamayya,2016406,Rayachoty SDPO,0,-,2016050,Rayachoty UPS
2058,Annamayya,2016406,Rayachoty SDPO,2014213,Voyalpadu Circle,2014014,Gurramkonda
2058,Annamayya,2016406,Rayachoty SDPO,2016226,Kalakada Circle,2014019,K.V.Palli
2058,Annamayya,2016406,Rayachoty SDPO,2016226,Kalakada Circle,2014017,Kalakada
2058,Annamayya,2016406,Rayachoty SDPO,2016211,Lakkireddipalli Circle,2016015,Galiveedu
2058,Annamayya,2016406,Rayachoty SDPO,2016211,Lakkireddipalli Circle,2016028,Lakkireddipalli
2058,Annamayya,2016406,Rayachoty SDPO,2016211,Lakkireddipalli Circle,2016051,Ramapuram
2065,Annamayya EXCISE,2065400,RAYACHOTY EXCISE,0,-,2065004,Rayachoty  EXCISE
2065,Annamayya EXCISE,2065401,MADANAPALLI EXCISE,0,-,2065006,Vayalpad EXCISE
2065,Annamayya EXCISE,2065401,MADANAPALLI EXCISE,0,-,2065008,Molakalacheruvu EXCISE
2065,Annamayya EXCISE,2065400,RAYACHOTY EXCISE,0,-,2065001,Kodur EXCISE
2065,Annamayya EXCISE,2065400,RAYACHOTY EXCISE,0,-,2065003,L.R.Palli  EXCISE
2065,Annamayya EXCISE,2065400,RAYACHOTY EXCISE,0,-,2065002,Rajampeta EXCISE
2065,Annamayya EXCISE,2065401,MADANAPALLI EXCISE,0,-,2065007,Madanapalli EXCISE
2065,Annamayya EXCISE,2065401,MADANAPALLI EXCISE,0,-,2065005,Piler EXCISE
2019,Bapatla,2019400,Bapatla SDPO,0,-,2019007,Bapatla Town UPS
2019,Bapatla,2019400,Bapatla SDPO,0,-,2019006,Bapatla Rural UPS
2019,Bapatla,2019409,Repalle SDPO,2019225,Vemuru Circle,2019085,Vemuru
2019,Bapatla,2019409,Repalle SDPO,2019217,Tsunduru Circle,2019071,T. Sundur
2019,Bapatla,2019409,Repalle SDPO,2019225,Vemuru Circle,2019029,Kolluru
2019,Bapatla,2019409,Repalle SDPO,2019225,Vemuru Circle,2019008,Bhattiprole
2019,Bapatla,2019409,Repalle SDPO,2019217,Tsunduru Circle,2019005,Amruthalur
2019,Bapatla,2019409,Repalle SDPO,2019202,Repalle Rural Circle,2019070,T. Sodayapalem
2019,Bapatla,2019400,Bapatla SDPO,2019200,Bapatla Rural Circle,2019079,Karlapalem
2019,Bapatla,2019400,Bapatla SDPO,2019200,Bapatla Rural Circle,2019069,T. Sandole
2019,Bapatla,2019400,Bapatla SDPO,2019200,Bapatla Rural Circle,2019073,Vedullapalli
2019,Bapatla,2019400,Bapatla SDPO,0,-,2033042,Martur UPS
2019,Bapatla,2019400,Bapatla SDPO,2019221,Martur Circle,2033062,Parchur
2019,Bapatla,2019400,Bapatla SDPO,2019221,Martur Circle,2033096,Yaddanapudi
2019,Bapatla,2033400,Chirala SDPO,0,-,2033009,Chirala I Town UPS
2019,Bapatla,2033400,Chirala SDPO,0,-,2033014,Chirala II Town UPS
2019,Bapatla,2033400,Chirala SDPO,2033221,Chirala Rural Circle,2033012,Chirala Rural (Epurupalem)
2019,Bapatla,2033400,Chirala SDPO,2033221,Chirala Rural Circle,2033089,Vetapalem
2019,Bapatla,2033400,Chirala SDPO,2033201,Inkollu Circle,2033013,Chinaganjam
2019,Bapatla,2033400,Chirala SDPO,2033201,Inkollu Circle,2033027,Inkollu
2019,Bapatla,2033400,Chirala SDPO,2033201,Inkollu Circle,2033031,Karamchedu
2019,Bapatla,2019409,Repalle SDPO,0,-,2019058,Repalle UPS
2019,Bapatla,2019409,Repalle SDPO,2019202,Repalle Rural Circle,2019001,Adavuladeevi
2019,Bapatla,2019409,Repalle SDPO,2019202,Repalle Rural Circle,2019012,Cherukupalli
2019,Bapatla,2019409,Repalle SDPO,2019202,Repalle Rural Circle,2019082,Nagaram
2019,Bapatla,2019409,Repalle SDPO,2019202,Repalle Rural Circle,2019083,Nizampatnam
2069,Bapatla EXCISE,2069400,Bapatla EXCISE,0,-,2069007,Chirala EXCISE
2069,Bapatla EXCISE,2069400,Bapatla EXCISE,0,-,2069005,Nagaram EXCISE
2069,Bapatla EXCISE,2069400,Bapatla EXCISE,0,-,2069004,Repalle EXCISE
2069,Bapatla EXCISE,2069400,Bapatla EXCISE,0,-,2069003,Bapatla EXCISE
2069,Bapatla EXCISE,2069400,Bapatla EXCISE,0,-,2069001,Vemuru EXCISE
2069,Bapatla EXCISE,2069400,Bapatla EXCISE,0,-,2069006,Parchur EXCISE
2069,Bapatla EXCISE,2069400,Bapatla EXCISE,0,-,2069002,Addanki EXCISE
2050,C I D,0,-,0,-,2050002,Cyber Crime 
2050,C I D,0,-,0,-,2050001,CID Police Station
2014,Chittoor,2014401,Palamaner SDPO,2014244,V.Kota Urban Circle,2014064,V.Kota UPS
2014,Chittoor,2014413,Kuppam SDPO,2014209,Kuppam Rural Circle,2014069,Gudipalli
2014,Chittoor,2014413,Kuppam SDPO,2014209,Kuppam Rural Circle,2014046,Rallabudugur
2014,Chittoor,2014413,Kuppam SDPO,2014209,Kuppam Rural Circle,2014048,Ramakuppam
2014,Chittoor,2014401,Palamaner SDPO,2014207,Palamaner Rural Cricle,2014007,Baireddypalle
2014,Chittoor,2014401,Palamaner SDPO,2014253,Gangavaram Urban Circle,2014067,Gangavaram UPS
2014,Chittoor,2014401,Palamaner SDPO,2014207,Palamaner Rural Cricle,2014039,Panjani
2014,Chittoor,2014412,CCS Chittoor Urban SDPO,2014247,CCS Chittoor Urban Circle,2014094,CCS Chittoor UPS
2014,Chittoor,2014410,Chittoor Traffic Urban SDPO,2014248,Chittoor Traffic Urban Circle,2014084,Chittoor Traffic UPS
2014,Chittoor,2014411,Chittoor Mahila Urban SDPO,2014249,Chittoor Mahila Urban Circle,2014093,"Mahila UPS, Chittoor"
2014,Chittoor,2014400,Chittoor SDPO,2014246,Chittoor I Town Urban Circle,2014012,Chittoor I Town UPS
2014,Chittoor,2014400,Chittoor SDPO,2014245,Chittoor II Town Urban Circle,2014013,Chittoor II Town UPS
2014,Chittoor,2014400,Chittoor SDPO,2014201,Chittoor Rural East Circle,2014011,Chittoor Taluk PS
2014,Chittoor,2014400,Chittoor SDPO,2014251,G.D.Nellore Urban Circle,2014087,G.D.Nellore UPS
2014,Chittoor,2014400,Chittoor SDPO,2014201,Chittoor Rural East Circle,2014031,Narsingarayanipet(N.R.Pet)
2014,Chittoor,2014400,Chittoor SDPO,2014201,Chittoor Rural East Circle,2014072,Penumur
2014,Chittoor,2014400,Chittoor SDPO,2014202,Chittoor Rural West Circle,2014068,Gudipala
2014,Chittoor,2014400,Chittoor SDPO,2014202,Chittoor Rural West Circle,2014097,Kanipakam
2014,Chittoor,2014400,Chittoor SDPO,2014202,Chittoor Rural West Circle,2014078,Thavanampalle
2014,Chittoor,2014400,Chittoor SDPO,2014202,Chittoor Rural West Circle,2014082,Yadamari
2014,Chittoor,2014400,Chittoor SDPO,2014239,Kallur Circle,2014070,Irala
2014,Chittoor,2014400,Chittoor SDPO,2014239,Kallur Circle,2014050,Kallur
2014,Chittoor,2014400,Chittoor SDPO,2014252,Puthalapattu Urban Circle,2014043,Puthalapattu UPS
2014,Chittoor,2014400,Chittoor SDPO,2014239,Kallur Circle,2014076,Rompicherla
2014,Chittoor,2014409,Nagari SDPO,2014250,Nagari Urban Circle,2014030,Nagari UPS
2014,Chittoor,2014409,Nagari SDPO,2014205,K.Nagar Circle,2014020,K. Nagar
2014,Chittoor,2014409,Nagari SDPO,2014205,K.Nagar Circle,2014045,Palasamudram
2014,Chittoor,2014409,Nagari SDPO,2014205,K.Nagar Circle,2014077,S.R.Puram
2014,Chittoor,2014409,Nagari SDPO,2014205,K.Nagar Circle,2014080,Vedurukuppam
2014,Chittoor,2014409,Nagari SDPO,2014206,Nagari Rural Circle,2014033,Nindra
2014,Chittoor,2014409,Nagari SDPO,2014206,Nagari Rural Circle,2014081,Vijayapuram
2014,Chittoor,2014401,Palamaner SDPO,2014240,Bangarupalem Urban Circle,2014026,Bangarupalem UPS
2014,Chittoor,2014413,Kuppam SDPO,2014241,Kuppam Urban Circle,2014021,Kuppam UPS
2014,Chittoor,2014401,Palamaner SDPO,2014243,Palamaner Urban Circle,2014036,Palamaner UPS
2070,Chittoor  EXCISE,2070400,Chittoor  EXCISE,0,-,2070001,Kuppam EXCISE
2070,Chittoor  EXCISE,2070400,Chittoor  EXCISE,0,-,2070006,Chittoor Rural EXCISE
2070,Chittoor  EXCISE,2070400,Chittoor  EXCISE,0,-,2070004,Karvetinagaram EXCISE
2070,Chittoor  EXCISE,2070400,Chittoor  EXCISE,0,-,2070003,Punganur EXCISE
2070,Chittoor  EXCISE,2070400,Chittoor  EXCISE,0,-,2070008,Palamaner EXCISE
2070,Chittoor  EXCISE,2070400,Chittoor  EXCISE,0,-,2070005,Pulicherla EXCISE
2070,Chittoor  EXCISE,2070400,Chittoor  EXCISE,0,-,2070007,Chittoor Urban EXCISE
2070,Chittoor  EXCISE,2070400,Chittoor  EXCISE,0,-,2070002,Nagari EXCISE
2056,Coastal Security Police,2056401,North SDPO,0,-,2017105,Antharvedipalem Marine
2056,Coastal Security Police,2056402,South SDPO,0,-,2056005,Suryalanka Marine
2056,Coastal Security Police,2056401,North SDPO,0,-,2017104,Vodalarevu Marine
2056,Coastal Security Police,2056401,North SDPO,0,-,2034093,Baruva Marine
2056,Coastal Security Police,2056401,North SDPO,0,-,2034092,Bhavanapadu Marine
2056,Coastal Security Police,2056401,North SDPO,0,-,2037074,Chinthapalli Marine
2056,Coastal Security Police,2056401,North SDPO,0,-,2034091,Kalingapatnam Marine
2056,Coastal Security Police,2056401,North SDPO,0,-,2056004,Pentakota Marine
2056,Coastal Security Police,2056401,North SDPO,0,-,2056001,Port Marine
2056,Coastal Security Police,2056401,North SDPO,0,-,2056003,Pudimadaka Marine
2056,Coastal Security Police,2056401,North SDPO,0,-,2056002,Rushikonda Marine
2056,Coastal Security Police,2056401,North SDPO,0,-,2017074,Vakalapudi Marine
2056,Coastal Security Police,2056402,South SDPO,0,-,2031010,Dugarajapatnam Marine
2056,Coastal Security Police,2056402,South SDPO,0,-,2026072,Gilakaladindi Marine
2056,Coastal Security Police,2056402,South SDPO,0,-,2056007,Isukapalli Marine
2056,Coastal Security Police,2056402,South SDPO,0,-,2056006,Nizampatnam Marine
2056,Coastal Security Police,2056402,South SDPO,0,-,2026075,Orlagonditippa Marine
2056,Coastal Security Police,2056402,South SDPO,0,-,2026074,Palakayatippa Marine
2056,Coastal Security Police,2056402,South SDPO,0,-,2033100,Ramayapatnam Marine
2056,Coastal Security Police,2056402,South SDPO,0,-,2031078,Sriharikota Marine
2056,Coastal Security Police,2056402,South SDPO,0,-,2033099,Kothapatnam Marine
2060,Dr. B R Ambedkar Konaseema,2017401,Amalapuram SDPO,0,-,2017004,Amalapuram Town UPS
2060,Dr. B R Ambedkar Konaseema,2017401,Amalapuram SDPO,2017203,Amalapuram Rural Circle,2017009,Allavaram
2060,Dr. B R Ambedkar Konaseema,2017404,Ramachandrapuram SDPO,2017213,Ramachandrapuram Circle,2017057,Ramachandrapuram
2060,Dr. B R Ambedkar Konaseema,2017404,Ramachandrapuram SDPO,2017213,Ramachandrapuram Circle,2017051,Pamarru
2060,Dr. B R Ambedkar Konaseema,2017404,Ramachandrapuram SDPO,2017213,Ramachandrapuram Circle,2017021,Draksharama
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2017205,Razole Circle,2017066,Sakhinetipalli
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2017205,Razole Circle,2017060,Razole
2060,Dr. B R Ambedkar Konaseema,2017401,Amalapuram SDPO,2017203,Amalapuram Rural Circle,2017003,Amalapuram Rural
2060,Dr. B R Ambedkar Konaseema,2017401,Amalapuram SDPO,2017203,Amalapuram Rural Circle,2017072,Uppalaguptam
2060,Dr. B R Ambedkar Konaseema,2017401,Amalapuram SDPO,2017204,Mummidivaram Circle,2017080,I. Polavaram
2060,Dr. B R Ambedkar Konaseema,2017401,Amalapuram SDPO,2017204,Mummidivaram Circle,2017036,Katrenikona
2060,Dr. B R Ambedkar Konaseema,2017401,Amalapuram SDPO,2017204,Mummidivaram Circle,2017042,Mummidivaram
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2060201,P.Gannavaram Circle,2017005,Ambajipeta
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2060201,P.Gannavaram Circle,2017011,Inavilli
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2060201,P.Gannavaram Circle,2017044,Nagaram
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2060201,P.Gannavaram Circle,2017050,P.Gannavaram
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2017206,Ravulapalem Circle,2017002,Alamuru
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2017206,Ravulapalem Circle,2017010,Athreyapuram
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2017206,Ravulapalem Circle,2017037,Kothapeta
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2017206,Ravulapalem Circle,2017059,Ravulapalem
2060,Dr. B R Ambedkar Konaseema,2060401,Kothapeta SDPO,2017205,Razole Circle,2017040,Malkipuram
2078,Dr. B R Ambedkar Konaseema EXCISE,2078400,Amalapuram EXCISE,0,-,2078005,Mummidivaram EXCISE
2078,Dr. B R Ambedkar Konaseema EXCISE,2078400,Amalapuram EXCISE,0,-,2078006, Kothapeta EXCISE
2078,Dr. B R Ambedkar Konaseema EXCISE,2078400,Amalapuram EXCISE,0,-,2078002,Alamuru EXCISE
2078,Dr. B R Ambedkar Konaseema EXCISE,2078400,Amalapuram EXCISE,0,-,2078001,Razole EXCISE
2078,Dr. B R Ambedkar Konaseema EXCISE,2078400,Amalapuram EXCISE,0,-,2078004,Amalapuram EXCISE
2078,Dr. B R Ambedkar Konaseema EXCISE,2078400,Amalapuram EXCISE,0,-,2078003,Ramachandrapuram EXCISE
2051,Eagle,0,-,0,-,2051001,Narcotics
2042,East Godavari,2042409,East Zone,2017214,Anaparthi Circle,2017062,Rangampeta
2042,East Godavari,2042410,South Zone,0,-,2042038,Kadiam UPS
2042,East Godavari,2042410,South Zone,0,-,2042020,Dowaleswaram UPS
2042,East Godavari,2042407,Rajahmundry Crimes,0,-,2042099,CCS - IV
2042,East Godavari,2042407,Rajahmundry Crimes,0,-,2042096,CCS - III
2042,East Godavari,2042407,Rajahmundry Crimes,0,-,2042095,CCS - II
2042,East Godavari,2042411,North Zone,2042212,Korukonda Circle,2042067,Seethanagaram
2042,East Godavari,2042409,East Zone,0,-,2017041,Mandapeta Town UPS
2042,East Godavari,2042409,East Zone,2017215,Mandapeta Rural Circle,2017007,Angara
2042,East Godavari,2042409,East Zone,2017215,Mandapeta Rural Circle,2017097,Mandapeta Rural
2042,East Godavari,2042409,East Zone,2017215,Mandapeta Rural Circle,2017063,Rayavaram
2042,East Godavari,2042407,Rajahmundry Crimes,0,-,2042094,CCS - I
2042,East Godavari,0,-,0,-,2042097,"Mahila UPS, East Godavari"
2042,East Godavari,0,-,0,-,2042068,"Traffic UPS, East Godavari"
2042,East Godavari,2042412,Central Zone,0,-,2042076,Prakash Nagar UPS
