DISTRICT_CD,DISTRICT,CIRCLE_CD,CIRCLE,SDPO_CD,SDPO,PS_CD,PS
2057,Alluri Sitharama Raju,2017217,Addateegala Circle,2017405,Rampachodavaram SDPO,2017001,Addateegala
2057,Alluri Sitharama Raju,2035205,Araku Circle,2035402,Paderu SDPO,2035066,Anantagiri
2057,Alluri Sitharama Raju,2035203,Chintapalli Circle,2035401,Chintapalli SDPO,2035071,Annavaram
2057,Alluri Sitharama Raju,2035205,Araku Circle,2035402,Paderu SDPO,2035002,Araku
2057,Alluri Sitharama Raju,2035203,Chintapalli Circle,2035401,Chintapalli SDPO,2035007,Chinthapalli
2057,Alluri Sitharama Raju,2017226,Chintoor Circle,2017406,Chinturu SDPO,2017100,Chintoor
2057,Alluri Sitharama Raju,2017216,Rampachodavaram Circle,2017405,Rampachodavaram SDPO,2017018,Devipatnam
2057,Alluri Sitharama Raju,2017226,Chintoor Circle,2017406,Chinturu SDPO,2017019,Donkarai
2057,Alluri Sitharama Raju,2035205,Araku Circle,2035402,Paderu SDPO,2035011,Dumbriguda
2057,Alluri Sitharama Raju,2017217,Addateegala Circle,2017405,Rampachodavaram SDPO,2017022,Dutcherthi
2057,Alluri Sitharama Raju,2035206,G. Madugula Circle,2035402,Paderu SDPO,2035017,Gangaraju Madugula(G.Madugula)
2057,Alluri Sitharama Raju,2017217,Addateegala Circle,2017405,Rampachodavaram SDPO,2017028,Gangavaram
2057,Alluri Sitharama Raju,2035204,G. K. Veedhi Circle,2035401,Chintapalli SDPO,2035019,Gudemkothaveedi (G.K.Veedhi)
2057,Alluri Sitharama Raju,2017219,Maredumilli Circle,2017405,Rampachodavaram SDPO,2017092,Gurthedu
2057,Alluri Sitharama Raju,2035207,Paderu Circle,2035402,Paderu SDPO,2035021,Hukumpeta
2057,Alluri Sitharama Raju,2017218,Rajavommangi Circle,2017405,Rampachodavaram SDPO,2017090,Jaddangi
2057,Alluri Sitharama Raju,2035211,Koyyuru Circle,2035401,Chintapalli SDPO,2035033,Koyyuru
2057,Alluri Sitharama Raju,2017225,Yetapaka Circle,2017406,Chinturu SDPO,2017099,Kunavaram
2057,Alluri Sitharama Raju,2035211,Koyyuru Circle,2035401,Chintapalli SDPO,2035050,Mampa
2057,Alluri Sitharama Raju,2017219,Maredumilli Circle,2017405,Rampachodavaram SDPO,2017043,Maredumilli
2057,Alluri Sitharama Raju,2017226,Chintoor Circle,2017406,Chinturu SDPO,2017102,Moothugudem
2057,Alluri Sitharama Raju,2035206,G. Madugula Circle,2035402,Paderu SDPO,2035049,Munchingiput
2057,Alluri Sitharama Raju,2035207,Paderu Circle,2035402,Paderu SDPO,2035039,Paderu
2057,Alluri Sitharama Raju,2035206,G. Madugula Circle,2035402,Paderu SDPO,2035043,Pedabayalu
2057,Alluri Sitharama Raju,2017218,Rajavommangi Circle,2017405,Rampachodavaram SDPO,2017056,Rajavommangi
2057,Alluri Sitharama Raju,2017216,Rampachodavaram Circle,2017405,Rampachodavaram SDPO,2017058,Rampachodavaram
2057,Alluri Sitharama Raju,2035204,G. K. Veedhi Circle,2035401,Chintapalli SDPO,2035047,Sileru
2057,Alluri Sitharama Raju,2017225,Yetapaka Circle,2017406,Chinturu SDPO,2017101,Vara Ramachandrapuram
2057,Alluri Sitharama Raju,2017217,Addateegala Circle,2017405,Rampachodavaram SDPO,2017079,Y. Ramavaram
2057,Alluri Sitharama Raju,2017225,Yetapaka Circle,2017406,Chinturu SDPO,2017098,Yetapaka
2035,Anakapalli,2035202,K.Kotapadu Circle,2035400,Anakapalli SDPO,2035029,A.Koduru
2035,Anakapalli,2035200,Anakapalli Rural Circle,2035400,Anakapalli SDPO,2035070,Anakapalli Rural
2035,Anakapalli,0,-,2035400,Anakapalli SDPO,2035001,Anakapalli Town
2035,Anakapalli,2035213,Anakapalli Town UPS,2035400,Anakapalli SDPO,2035022,Anakapalli Traffic
2035,Anakapalli,0,-,2035404,Parawada SDPO,2035067,Atchutapuram
2035,Anakapalli,2035208,Kothakota Circle,2035400,Anakapalli SDPO,2035005,Butchiyyapeta
2035,Anakapalli,0,-,0,-,2035072,"CCS , Anakapalli"
2035,Anakapalli,2035202,K.Kotapadu Circle,2035400,Anakapalli SDPO,2035009,Cheedikada
2035,Anakapalli,0,-,2035400,Anakapalli SDPO,2035008,Chodavaram
2035,Anakapalli,2035202,K.Kotapadu Circle,2035400,Anakapalli SDPO,2035010,Devarapalli
2035,Anakapalli,2035209,Narsipatnam Rural Circle,2035403,Narsipatnam SDPO,2035051,Golugonda
2035,Anakapalli,2035209,Narsipatnam Rural Circle,2035403,Narsipatnam SDPO,2035028,K.D.Peta
2035,Anakapalli,2035202,K.Kotapadu Circle,2035400,Anakapalli SDPO,2035031,K.Kotapadu
2035,Anakapalli,0,-,2035400,Anakapalli SDPO,2035027,Kasimkota
2035,Anakapalli,2035212,Nakkapalli Circle,2035403,Narsipatnam SDPO,2035032,Kotavurtla
2035,Anakapalli,2035208,Kothakota Circle,2035400,Anakapalli SDPO,2035030,Kothakota
2035,Anakapalli,0,-,0,-,2035015,"Mahila UPS, Anakapalli"
2035,Anakapalli,2035209,Narsipatnam Rural Circle,2035403,Narsipatnam SDPO,2035053,Makavarapalem
2035,Anakapalli,2035210,Yellamanchili Circle,2035404,Parawada SDPO,2035068,Munagapaka
2035,Anakapalli,0,-,2035403,Narsipatnam SDPO,2035035,Nakkapalli
2035,Anakapalli,2035209,Narsipatnam Rural Circle,2035403,Narsipatnam SDPO,2035038,Narsipatnam Rural
2035,Anakapalli,0,-,2035403,Narsipatnam SDPO,2035037,Narsipatnam Town
2035,Anakapalli,2035209,Narsipatnam Rural Circle,2035403,Narsipatnam SDPO,2035023,Nathavaram
2035,Anakapalli,0,-,2035404,Parawada SDPO,2038041,Parawada
2035,Anakapalli,0,-,2035403,Narsipatnam SDPO,2035041,Payakaraopeta
2035,Anakapalli,0,-,2035404,Parawada SDPO,2035044,Rambilli
2035,Anakapalli,2035208,Kothakota Circle,2035400,Anakapalli SDPO,2035045,Ravikamatham
2035,Anakapalli,2035208,Kothakota Circle,2035400,Anakapalli SDPO,2035046,Rolugunta
2035,Anakapalli,2035212,Nakkapalli Circle,2035403,Narsipatnam SDPO,2035052,S.Rayavaram
2035,Anakapalli,0,-,2035404,Parawada SDPO,2035012,Sabbavaram
2035,Anakapalli,2035202,K.Kotapadu Circle,2035400,Anakapalli SDPO,2035054,V.Madugula
2035,Anakapalli,2035210,Yellamanchili Circle,2035404,Parawada SDPO,2035064,Yelamanchili Rural
2035,Anakapalli,2035210,Yellamanchili Circle,2035404,Parawada SDPO,2035065,Yelamanchili Town
2035,Anakapalli,2035210,Yellamanchili Circle,2035404,Parawada SDPO,2035003,Yelamanchili Traffic
2012,Ananthapuram,0,-,2012400,Anantapuram Town SDPO,2012003,Anantapur I Town
2012,Ananthapuram,0,-,2012400,Anantapuram Town SDPO,2012004,Anantapur II Town
2012,Ananthapuram,0,-,2012400,Anantapuram Town SDPO,2012046,Anantapur III Town
2012,Ananthapuram,0,-,2012400,Anantapuram Town SDPO,2012093,Anantapur IV Town
2012,Ananthapuram,0,-,2012408,Anantapuram Rural SDPO,2012002,Anantapur Rural
2012,Ananthapuram,0,-,0,-,2012040,Anantapur Traffic
2012,Ananthapuram,2012201,Itukalapalli Circle,2012408,Anantapuram Rural SDPO,2012005,Atmakur
2012,Ananthapuram,2012208,Uravakonda Rural Circle,2012402,Guntakal SDPO,2012008,Beluguppa
2012,Ananthapuram,2012207,Rayadurg Rural Circle,2012407,Kalyanadurg SDPO,2012009,Bommanahal
2012,Ananthapuram,2012202,Kalyandurg Rural Circle,2012407,Kalyanadurg SDPO,2012084,Brahamasamudram
2012,Ananthapuram,0,-,2012408,Anantapuram Rural SDPO,2012085,Bukkaraya Samudram
2012,Ananthapuram,0,-,0,-,2012095,"CCS, Anantapur"
2012,Ananthapuram,2012207,Rayadurg Rural Circle,2012407,Kalyanadurg SDPO,2012026,D.Hirehal
2012,Ananthapuram,2012226,Singanamala Circle ,2012408,Anantapuram Rural SDPO,2012016,Garladinne
2012,Ananthapuram,2012208,Uravakonda Rural Circle,2012402,Guntakal SDPO,2012018,Gooty
2012,Ananthapuram,2012207,Rayadurg Rural Circle,2012407,Kalyanadurg SDPO,2012023,Gummagatta
2012,Ananthapuram,0,-,2012402,Guntakal SDPO,2012020,Guntakal I Town
2012,Ananthapuram,0,-,2012402,Guntakal SDPO,2012021,Guntakal II Town
2012,Ananthapuram,2012205,Guntakal Rural  Circle,2012402,Guntakal SDPO,2012034,Guntakal Rural
2012,Ananthapuram,2012201,Itukalapalli Circle,2012408,Anantapuram Rural SDPO,2012028,Itukalapalli
2012,Ananthapuram,2012202,Kalyandurg Rural Circle,2012407,Kalyanadurg SDPO,2012047,Kalyandurg Rural
2012,Ananthapuram,0,-,2012407,Kalyanadurg SDPO,2012031,Kalyandurg Town
2012,Ananthapuram,2012202,Kalyandurg Rural Circle,2012407,Kalyanadurg SDPO,2012032,Kambadur
2012,Ananthapuram,2012207,Rayadurg Rural Circle,2012407,Kalyanadurg SDPO,2012033,Kanekal
2012,Ananthapuram,2012205,Guntakal Rural  Circle,2012402,Guntakal SDPO,2012035,Kasapuram
2012,Ananthapuram,2012208,Uravakonda Rural Circle ,2012402,Guntakal SDPO,2012087,Kuderu
2012,Ananthapuram,2012202,Kalyandurg Rural Circle,2012407,Kalyanadurg SDPO,2012088,Kundurpi
2012,Ananthapuram,0,-,0,-,2012014,"Mahila UPS, Anantapur"
2012,Ananthapuram,2012226,Singanamala Circle ,2012408,Anantapuram Rural SDPO,2012063,Narpala
2012,Ananthapuram,2012208,Uravakonda Rural Circle ,2012402,Guntakal SDPO,2012049,Palthur
2012,Ananthapuram,2012208,Uravakonda Rural Circle,2012402,Guntakal SDPO,2012051,Pamidi
2012,Ananthapuram,2012225,Yadiki Rural Circle,2012406,Tadipatri SDPO,2012092,Peddapappur
2012,Ananthapuram,2012225,Yadiki Rural Circle,2012406,Tadipatri SDPO,2012070,Peddavadugur
2012,Ananthapuram,2012218,Tadipatri Rural Circle,2012406,Tadipatri SDPO,2012056,Putlur
2012,Ananthapuram,2012201,Itukalapalli Circle,2012408,Anantapuram Rural SDPO,2012061,Rapthadu
2012,Ananthapuram,0,-,2012407,Kalyanadurg SDPO,2012057,Rayadurg
2012,Ananthapuram,2012202,Kalyandurg Rural Circle,2012407,Kalyanadurg SDPO,2012062,Settur
2012,Ananthapuram,2012226,Singanamala Circle ,2012408,Anantapuram Rural SDPO,2012064,Singanamala
2012,Ananthapuram,0,-,2012406,Tadipatri SDPO,2012066,Tadipathri Rural
2012,Ananthapuram,0,-,2012406,Tadipatri SDPO,2012067,Tadipathri Town
2012,Ananthapuram,0,-,2012402,Guntakal SDPO,2012075,Uravakonda
2012,Ananthapuram,2012208,Uravakonda Rural Circle ,2012402,Guntakal SDPO,2012078,Vajrakarur
2012,Ananthapuram,2012208,Uravakonda Rural Circle ,2012402,Guntakal SDPO,2012079,Vidapanakal
2012,Ananthapuram,2012225,Yadiki Rural Circle,2012406,Tadipatri SDPO,2012082,Yadiki
2012,Ananthapuram,2012218,Tadipatri Rural Circle,2012406,Tadipatri SDPO,2012083,Yellanur
2058,Annamayya,2014211,Madanapalle Rural Circle,2014402,Madanapalle SDPO,2014006,B.Kothakota
2058,Annamayya,2016213,Rayachoty Rural Circle,2016406,Rayachoty SDPO,2016007,Chinnamandem
2058,Annamayya,2016214,Kodur Circle,2016405,Rajampet SDPO,2016008,Chitvel
2058,Annamayya,2016211,Lakkireddipalli Circle,2016406,Rayachoty SDPO,2016015,Galiveedu
2058,Annamayya,2016226,Kalakada Circle,2016406,Rayachoty SDPO,2014014,Gurramkonda
2058,Annamayya,2016226,Kalakada Circle,2016406,Rayachoty SDPO,2014019,K.V.Palli
2058,Annamayya,2016226,Kalakada Circle,2016406,Rayachoty SDPO,2014017,Kalakada
2058,Annamayya,2014213,Voyalpadu Circle,2016406,Rayachoty SDPO,2014018,Kalikiri
2058,Annamayya,2016214,Kodur Circle,2016405,Rajampet SDPO,2016026,Kodur
2058,Annamayya,2016211,Lakkireddipalli Circle,2016406,Rayachoty SDPO,2016028,Lakkireddipalli
2058,Annamayya,0,-,2014402,Madanapalle SDPO,2014025,Madanapalle I Town
2058,Annamayya,0,-,2014402,Madanapalle SDPO,2014023,Madanapalle II Town
2058,Annamayya,0,-,2014402,Madanapalle SDPO,2014024,Madanapalle Rural
2058,Annamayya,2016215,Rajampet Rural Circle,2016405,Rajampet SDPO,2016033,Mannur
2058,Annamayya,2014211,Madanapalle Rural Circle,2014402,Madanapalle SDPO,2014027,Mudiveedu
2058,Annamayya,2014214,Molakalacheruvu Circle,2014402,Madanapalle SDPO,2014028,Mulakalacheruvu
2058,Annamayya,2016215,Rajampet Rural Circle,2016405,Rajampet SDPO,2016034,Nandalur
2058,Annamayya,2014211,Madanapalle Rural Circle,2014402,Madanapalle SDPO,2014032,Nimmanapalle
2058,Annamayya,2016214,Kodur Circle,2016405,Rajampet SDPO,2016036,Obulavaripalli
2058,Annamayya,2014214,Molakalacheruvu Circle,2014402,Madanapalle SDPO,2014040,P.T.Samudram (PTM)
2058,Annamayya,2014214,Molakalacheruvu Circle,2014402,Madanapalle SDPO,2014071,Peddamandayam
2058,Annamayya,2016215,Rajampet Rural Circle,2016405,Rajampet SDPO,2016046,Penagalur
2058,Annamayya,0,-,2016406,Rayachoty SDPO,2014041,Piler
2058,Annamayya,2016215,Rajampet Rural Circle,2016405,Rajampet SDPO,2016045,Pullampeta
2058,Annamayya,0,-,2016405,Rajampet SDPO,2016048,Rajampet
2058,Annamayya,2016211,Lakkireddipalli Circle,2016406,Rayachoty SDPO,2016051,Ramapuram
2058,Annamayya,2014211,Madanapalle Rural Circle,2014402,Madanapalle SDPO,2014075,Ramasamudram
2058,Annamayya,0,-,2016406,Rayachoty SDPO,2016050,Rayachoty
2058,Annamayya,0,-,2016406,Rayachoty SDPO,2016079,Rayachoty Traffic
2058,Annamayya,2016213,Rayachoty Rural Circle,2016406,Rayachoty SDPO,2016054,Sambepalli
2058,Annamayya,2016213,Rayachoty Rural Circle,2016406,Rayachoty SDPO,2016058,T. Sundupalli
2058,Annamayya,2014214,Molakalacheruvu Circle,2014402,Madanapalle SDPO,2014055,Thamballapalli
2058,Annamayya,2016213,Rayachoty Rural Circle,2016406,Rayachoty SDPO,2016062,Veeraballi
2058,Annamayya,2014213,Voyalpadu Circle,2016406,Rayachoty SDPO,2014065,Voyalpad
2019,Bapatla,2019202,Repalle Rural Circle,2019409,Repalle SDPO,2019001,Adavuladeevi
2019,Bapatla,0,-,2033400,Chirala SDPO,2033001,Addanki
2019,Bapatla,2019217,Tsunduru Circle,2019409,Repalle SDPO,2019005,Amruthalur
2019,Bapatla,2019224,Santhamagulur Circle,2019400,Bapatla SDPO,2033004,Ballikurava
2019,Bapatla,2019200,Bapatla Rural Circle,2019400,Bapatla SDPO,2019006,Bapatla Rural
2019,Bapatla,0,-,2019400,Bapatla SDPO,2019007,Bapatla Town
2019,Bapatla,2019225,Vemuru Circle,2019409,Repalle SDPO,2019008,Bhattiprole
2019,Bapatla,2019202,Repalle Rural Circle,2019409,Repalle SDPO,2019012,Cherukupalli
2019,Bapatla,2033201,Inkollu Circle,2033400,Chirala SDPO,2033013,Chinaganjam
2019,Bapatla,0,-,2033400,Chirala SDPO,2033009,Chirala I Town
2019,Bapatla,0,-,2033400,Chirala SDPO,2033014,Chirala II Town
2019,Bapatla,2033221,Chirala Rural Circle,2033400,Chirala SDPO,2033012,Chirala Rural
2019,Bapatla,2033201,Inkollu Circle,2033400,Chirala SDPO,2033027,Inkollu
2019,Bapatla,2019222,Addanki Rural Circle,2033400,Chirala SDPO,2033030,J.Pangulur
2019,Bapatla,2033201,Inkollu Circle,2033400,Chirala SDPO,2033031,Karamchedu
2019,Bapatla,2019200,Bapatla Rural Circle,2019400,Bapatla SDPO,2019079,Karlapalem
2019,Bapatla,2019225,Vemuru Circle,2019409,Repalle SDPO,2019029,Kolluru
2019,Bapatla,2019222,Addanki Rural Circle,2033400,Chirala SDPO,2033038,Korisapadu
2019,Bapatla,2019221,Martur Circle,2019400,Bapatla SDPO,2033042,Martur
2019,Bapatla,2019222,Addanki Rural Circle,2033400,Chirala SDPO,2033046,Medarametla
2019,Bapatla,2019202,Repalle Rural Circle,2019409,Repalle SDPO,2019082,Nagaram
2019,Bapatla,2019202,Repalle Rural Circle,2019409,Repalle SDPO,2019083,Nizampatnam
2019,Bapatla,2019221,Martur Circle,2019400,Bapatla SDPO,2033062,Parchur
2019,Bapatla,0,-,2019409,Repalle SDPO,2019058,Repalle
2019,Bapatla,2019224,Santhamagulur Circle,2019400,Bapatla SDPO,2033076,Santhamagulur
2019,Bapatla,2019200,Bapatla Rural Circle,2019400,Bapatla SDPO,2019069,T. Sandole
2019,Bapatla,2019202,Repalle Rural Circle,2019409,Repalle SDPO,2019070,T. Sodayapalem
2019,Bapatla,2019217,Tsunduru Circle,2019409,Repalle SDPO,2019071,T. Sundur
2019,Bapatla,2019200,Bapatla Rural Circle,2019400,Bapatla SDPO,2019073,Vedullapalli
2019,Bapatla,2019225,Vemuru Circle,2019409,Repalle SDPO,2019085,Vemuru
2019,Bapatla,2033221,Chirala Rural Circle,2033400,Chirala SDPO,2033089,Vetapalem
2019,Bapatla,2019221,Martur Circle,2019400,Bapatla SDPO,2033096,Yaddanapudi
2050,C I D,0,-,0,-,2050001,CID Police Station
2050,C I D,0,-,0,-,2050002,Cyber Crime 
2014,Chittoor,2014207,Palamaner Rural Cricle,2014401,Palamaner SDPO,2014007,Baireddypalle
2014,Chittoor,2014240,Bangarupalem Urban Circle,2014401,Palamaner SDPO,2014026,Bangarupalem UPS
2014,Chittoor,2014247,CCS Chittoor Urban Circle,2014412,CCS Chittoor Urban SDPO,2014094,CCS Chittoor UPS
2014,Chittoor,2014246,Chittoor I Town Urban Circle,2014400,Chittoor SDPO,2014012,Chittoor I Town UPS
2014,Chittoor,2014245,Chittoor II Town Urban Circle,2014400,Chittoor SDPO,2014013,Chittoor II Town UPS
2014,Chittoor,2014201,Chittoor Rural East Circle,2014400,Chittoor SDPO,2014011,Chittoor Taluk PS
2014,Chittoor,2014248,Chittoor Traffic Urban Circle,2014410,Chittoor Traffic Urban SDPO,2014084,Chittoor Traffic UPS
2014,Chittoor,2014208,Punganur Rural Circle,2014401,Palamaner SDPO,2014066,Chowdepalli
2014,Chittoor,2014251,G.D.Nellore Urban Circle,2014400,Chittoor SDPO,2014087,G.D.Nellore UPS
2014,Chittoor,2014253,Gangavaram Urban Circle,2014401,Palamaner SDPO,2014067,Gangavaram UPS
2014,Chittoor,2014202,Chittoor Rural West Circle,2014400,Chittoor SDPO,2014068,Gudipala
2014,Chittoor,2014209,Kuppam Rural Circle,2014413,Kuppam SDPO,2014069,Gudipalli
2014,Chittoor,2014239,Kallur Circle,2014400,Chittoor SDPO,2014070,Irala
2014,Chittoor,2014205,K.Nagar Circle,2014409,Nagari SDPO,2014020,K. Nagar
2014,Chittoor,2014239,Kallur Circle,2014400,Chittoor SDPO,2014050,Kallur
2014,Chittoor,2014202,Chittoor Rural West Circle,2014400,Chittoor SDPO,2014097,Kanipakam
2014,Chittoor,2014241,Kuppam Urban Circle,2014413,Kuppam SDPO,2014021,Kuppam UPS
2014,Chittoor,2014249,Chittoor Mahila Urban Circle,2014411,Chittoor Mahila Urban SDPO,2014093,"Mahila UPS, Chittoor"
2014,Chittoor,2014250,Nagari Urban Circle,2014409,Nagari SDPO,2014030,Nagari UPS
2014,Chittoor,2014201,Chittoor Rural East Circle,2014400,Chittoor SDPO,2014031,Narsingarayanipet(N.R.Pet)
2014,Chittoor,2014206,Nagari Rural Circle,2014409,Nagari SDPO,2014033,Nindra
2014,Chittoor,2014243,Palamaner Urban Circle,2014401,Palamaner SDPO,2014036,Palamaner UPS
2014,Chittoor,2014205,K.Nagar Circle,2014409,Nagari SDPO,2014045,Palasamudram
2014,Chittoor,2014207,Palamaner Rural Cricle,2014401,Palamaner SDPO,2014039,Panjani
2014,Chittoor,2014201,Chittoor Rural East Circle,2014400,Chittoor SDPO,2014072,Penumur 
2014,Chittoor,2014242,Punganur Urban Circle,2014401,Palamaner SDPO,2014042,Punganur UPS
2014,Chittoor,2014252,Puthalapattu Urban Circle,2014400,Chittoor SDPO,2014043,Puthalapattu UPS
2014,Chittoor,2014209,Kuppam Rural Circle,2014413,Kuppam SDPO,2014046,Rallabudugur
2014,Chittoor,2014209,Kuppam Rural Circle,2014413,Kuppam SDPO,2014048,Ramakuppam
2014,Chittoor,2014239,Kallur Circle,2014400,Chittoor SDPO,2014076,Rompicherla
2014,Chittoor,2014205,K.Nagar Circle,2014409,Nagari SDPO,2014077,S.R.Puram
2014,Chittoor,2014208,Punganur Rural Circle,2014401,Palamaner SDPO,2014051,Sodam
2014,Chittoor,2014208,Punganur Rural Circle,2014401,Palamaner SDPO,2014052,Somala
2014,Chittoor,2014202,Chittoor Rural West Circle,2014400,Chittoor SDPO,2014078,Thavanampalle
2014,Chittoor,2014244,V.Kota Urban Circle,2014401,Palamaner SDPO,2014064,V.Kota UPS
2014,Chittoor,2014205,K.Nagar Circle,2014409,Nagari SDPO,2014080,Vedurukuppam
2014,Chittoor,2014206,Nagari Rural Circle,2014409,Nagari SDPO,2014081,Vijayapuram
2014,Chittoor,2014202,Chittoor Rural West Circle,2014400,Chittoor SDPO,2014082,Yadamari
2056,Coastal Security Police,0,-,2056401,North SDPO,2017105,Antharvedipalem Marine
2056,Coastal Security Police,0,-,2056401,North SDPO,2034093,Baruva Marine
2056,Coastal Security Police,0,-,2056401,North SDPO,2034092,Bhavanapadu Marine
2056,Coastal Security Police,0,-,2056401,North SDPO,2037074,Chinthapalli Marine
2056,Coastal Security Police,0,-,2056402,South SDPO,2031010,Dugarajapatnam Marine
2056,Coastal Security Police,0,-,2056402,South SDPO,2026072,Gilakaladindi Marine
